title
"Professor, Alumni Distinguished Graduate Professor, TATM"
"Professor of Color Science and Technology, Director of Polymer and Color Chemistry Program, TECS, Honorary Professor, Tianjin Polytechnic University, China"
Associate Professor Emeritus
"Charles A. Cannon Professor of Textile Technology and Management, TATM, Managing Editor, Journal of Textile and Apparel Technology and Management"
"Research Assoc. Professor & Assoc. Director, Center for Research on Textiles, T-PACC"
"INVISTA Prof. of Fiber & Polymer Chemistry, TECS"
"Associate Director Centennial Campus Research Services, NCSU Libraries"
"Assistant Professor, TECS"
"Adjunct Associate Professor, TATM"
"Assistant Professor, TATM"
"Associate Dean for Research, Professor, Alumni Distinguished Graduate Professor"
Associate Professor of Practice
Assistant Professor
Professor
Assistant Professor
Agricultural Machines Specialist
Associate Professor
Associate Professor
Associate Professor
Assistant Professor
Instructor
"P.E., Associate Professor"
Professor
Professor and Dept. Chair
Assistant Professor
Associate Professor
Assistant Professor
"Professor of Civil Engineering Director, ND Water Resources Research Institute Coordinator, ND EPSCoR ""Nature"" Program"
Associate Professor
Associate Professor
Associate Professor
Professor
Assistant Professor
Professor
Assistant Professor
Associate Professor
Assistant Professor
Assistant Professor
Professor
Associate Professor
Assistant Professor
Associate Professor
Positions:
Associate Professor
Visiting Assistant Professor
Assistant Professor
Professor
"Professor, Department Chair"
Associate Professor
Assistant Professor
Assistant Professor
Associate Professor
Associate Professor and Interim Department Chair
Associate Professor
Dean and Professor
Assistant Professor
Assistant Professor
Assistant Professor
Assistant Professor
Associate Professor
"Texas Instruments Distinguished University Chair in Nanoelectronics , Professor of Electrical Engineering"
Assistant Professor
Professor
Professor
Assistant Professor
Associate Professor and Undergraduate Advisor
Professor
Associate Professor
Professor
Assistant Professor
" Professor, Department Chair"
 Professor
 Associate Professor
" Associate Professor, Graduate Advisor (PhD)"
" Professor, Graduate Advisor for MS Logistics"
" Professor, Graduate Advisor (MS Eng Mgt, MS Systems Eng)"
 Professor
 Professor
 Assistant Professor
Associate Professor
Professor
Chair and Professor
Professor and Vice Provost
Professor in Practice
Associate Professor
Professor and Director of the Center for Composite Materials
Associate Professor
Associate Professor
Professor
Associate Professor
Professor in Practice
Professor
Professor
Professor
Assistant Professor
"President, Professor"
Associate Professor
Professor in Practice
Professor
Professor and Director of the Aerodynamics Research Center
Professor
Associate Professor
Professor
Professor in Practice
Professor
Presidential Distinguished Professor
Associate Professor
Assistant Professor
Professor in Practice
Associate Professor
Professor in Practice
Associate Professor
Professor
Professor
Professor and Faculty Advisor Formula SAE
Assistant Professor
Professor
Associate Professor
Professor
Professor
Associate Professor
Associate Professor
Professor
Professor
Professor and Associate Chair
Associate Professor
Professor
Associate Professor
Professor
Nedderman Professor and Chair
Associate Professor
Professor
Professor and Director of the UG Software Engineering Program
Professor
Associate Professor
Associate Professor
Assistant Professor
Assistant Professor
Professor
Associate Professor and Director of the UG Computer Science Program
Professor and Director of the UG Computer Engineering Program
Associate Professor
Professor
Professor and Chair
Professor and Vice Provost
Professor in Practice
Associate Professor
Professor and Director of the Center for Composite Materials
Associate Professor
Associate Professor
Professor
Associate Professor
Assistant Professor
Assistant Professor
Professor
Associate Professor
